id,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,route_name
1,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),12:40,04h 30m,17:10,2.7,480,37,vijayawada-to-hyderabad
2,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),13:00,06h 10m,19:10,1.7,480,37,vijayawada-to-hyderabad
3,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,06h 10m,19:10,2.7,396,32,vijayawada-to-hyderabad
4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 18762,eGARUDA,13:30,06h 25m,19:55,3.7,533,33,vijayawada-to-hyderabad
5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,04h 50m,18:30,3.3,396,32,vijayawada-to-hyderabad
6,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),14:00,05h 40m,19:40,2.7,480,37,vijayawada-to-hyderabad
7,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),14:20,04h 55m,19:15,2.2,480,37,vijayawada-to-hyderabad
8,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,06h 10m,20:30,2.9,396,33,vijayawada-to-hyderabad
9,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1402,RAJDHANI (A.C. Semi Sleeper),14:40,04h 50m,19:30,2.1,480,36,vijayawada-to-hyderabad
10,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,06h 10m,21:00,3.3,396,33,vijayawada-to-hyderabad
11,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,06h 00m,21:00,3.8,533,41,vijayawada-to-hyderabad
12,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1426,RAJDHANI (A.C. Semi Sleeper),15:20,04h 50m,20:10,1.7,480,37,vijayawada-to-hyderabad
13,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),15:30,06h 30m,22:00,2.8,480,35,vijayawada-to-hyderabad
14,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,06h 10m,21:40,3.9,396,31,vijayawada-to-hyderabad
15,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40,06h 00m,21:40,2.9,480,37,vijayawada-to-hyderabad
16,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,05h 00m,20:50,4.4,396,33,vijayawada-to-hyderabad
17,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 12962,eGARUDA,16:00,06h 10m,22:10,3.8,533,35,vijayawada-to-hyderabad
18,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,06h 10m,22:20,2.7,396,33,vijayawada-to-hyderabad
19,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,06h 10m,22:40,2.5,396,32,vijayawada-to-hyderabad
20,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40,05h 55m,22:35,3.4,533,39,vijayawada-to-hyderabad
21,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,04h 50m,21:40,3.4,396,29,vijayawada-to-hyderabad
22,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 12162,eGARUDA,17:00,06h 10m,23:10,3.6,533,35,vijayawada-to-hyderabad
23,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10,04h 40m,21:50,3.8,396,33,vijayawada-to-hyderabad
24,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:20,05h 40m,23:00,3.6,533,41,vijayawada-to-hyderabad
25,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40710,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,06h 10m,23:40,3.7,396,33,vijayawada-to-hyderabad
26,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,04h 50m,22:40,3.3,396,33,vijayawada-to-hyderabad
27,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),18:00,05h 40m,23:40,3.5,480,37,vijayawada-to-hyderabad
28,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05,05h 30m,23:35,4.2,396,30,vijayawada-to-hyderabad
29,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,04h 50m,23:00,2.3,396,33,vijayawada-to-hyderabad
30,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),18:20,04h 30m,22:50,3.6,533,41,vijayawada-to-hyderabad
31,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,06h 15m,0:45,3.5,352,27,vijayawada-to-hyderabad
32,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,06h 05m,0:35,3.3,396,33,vijayawada-to-hyderabad
33,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,06h 10m,1:00,4.6,396,32,vijayawada-to-hyderabad
34,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,05h 30m,0:40,3.9,396,33,vijayawada-to-hyderabad
35,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:20,05h 40m,1:00,3.8,533,39,vijayawada-to-hyderabad
36,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,06h 10m,1:40,3.5,396,33,vijayawada-to-hyderabad
37,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30962,RAJDHANI (A.C. Semi Sleeper),19:30,06h 30m,2:00,2.5,480,37,vijayawada-to-hyderabad
38,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1448,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:40,05h 40m,1:20,4.1,533,41,vijayawada-to-hyderabad
39,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,06h 10m,2:00,3.9,396,33,vijayawada-to-hyderabad
40,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1637,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),20:00,05h 40m,1:40,3.4,533,41,vijayawada-to-hyderabad
41,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,04h 45m,0:55,3.8,396,33,vijayawada-to-hyderabad
42,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06h 00m,2:30,4.7,396,32,vijayawada-to-hyderabad
43,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),20:40,05h 35m,2:15,2.6,480,36,vijayawada-to-hyderabad
44,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,05h 30m,2:15,5,352,26,vijayawada-to-hyderabad
45,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,06h 10m,3:00,3.7,396,33,vijayawada-to-hyderabad
46,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 13762,eGARUDA,21:00,06h 10m,3:10,4.4,533,35,vijayawada-to-hyderabad
47,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,04h 35m,1:45,3.8,396,33,vijayawada-to-hyderabad
48,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30310,LAHARI A/C SLEEPER CUM SEATER,21:20,05h 50m,3:10,4.2,536,34,vijayawada-to-hyderabad
49,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06h 20m,3:50,3.4,396,33,vijayawada-to-hyderabad
50,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1049,RAJDHANI (A.C. Semi Sleeper),21:40,04h 20m,2:00,3,480,37,vijayawada-to-hyderabad
51,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,06h 00m,3:45,4.4,396,31,vijayawada-to-hyderabad
52,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 14562,eGARUDA,22:00,06h 10m,4:10,3.7,533,35,vijayawada-to-hyderabad
53,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,22:10,05h 20m,3:30,4.4,354,41,vijayawada-to-hyderabad
54,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9883,Lahari Non A/C Sleeper Cum Seater,22:10,06h 10m,4:20,4,442,46,vijayawada-to-hyderabad
55,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1404,RAJDHANI (A.C. Semi Sleeper),22:20,05h 40m,4:00,3.5,480,34,vijayawada-to-hyderabad
56,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05h 00m,3:30,4.2,396,32,vijayawada-to-hyderabad
57,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,06h 30m,5:00,2.4,396,31,vijayawada-to-hyderabad
58,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 31162,RAJDHANI (A.C. Semi Sleeper),22:30,06h 30m,5:00,2.9,480,37,vijayawada-to-hyderabad
59,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 40377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04h 50m,3:20,3.9,396,33,vijayawada-to-hyderabad
60,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 30510,LAHARI A/C SLEEPER CUM SEATER,22:40,05h 35m,4:15,4.3,536,33,vijayawada-to-hyderabad
61,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,06h 10m,5:00,4.3,396,31,vijayawada-to-hyderabad
62,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 14762,eGARUDA,23:00,06h 10m,5:10,4,533,35,vijayawada-to-hyderabad
63,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1824,RAJDHANI (A.C. Semi Sleeper),23:00,04h 35m,3:35,3.5,480,37,vijayawada-to-hyderabad
64,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 9885,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,06h 10m,5:20,3.9,396,33,vijayawada-to-hyderabad
65,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25,05h 00m,4:25,4,396,32,vijayawada-to-hyderabad
66,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 16362,eGARUDA,23:30,06h 10m,5:40,3.9,533,35,vijayawada-to-hyderabad
67,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04h 50m,4:20,3.8,396,33,vijayawada-to-hyderabad
68,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),23:40,04h 35m,4:15,3,480,37,vijayawada-to-hyderabad
69,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04h 55m,4:50,3.5,396,31,vijayawada-to-hyderabad
70,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 15m,6:00,4.6,412,34,vijayawada-to-hyderabad
71,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),22:30,06h 50m,5:20,4.6,450,23,vijayawada-to-hyderabad
72,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),21:30,06h 35m,4:05,4.6,450,32,vijayawada-to-hyderabad
73,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:20,06h 45m,23:05,4.6,450,20,vijayawada-to-hyderabad
74,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,07h 00m,6:25,4.5,397,34,vijayawada-to-hyderabad
75,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:40,06h 50m,6:30,4.6,613,21,vijayawada-to-hyderabad
76,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,06h 10m,5:55,4.6,409,31,vijayawada-to-hyderabad
77,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),17:30,06h 35m,0:05,4.5,450,41,vijayawada-to-hyderabad
78,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),12:30,05h 10m,17:40,4.6,450,29,vijayawada-to-hyderabad
79,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06h 20m,6:10,4.5,340,29,vijayawada-to-hyderabad
80,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:25,06h 30m,5:55,4.4,500,38,vijayawada-to-hyderabad
81,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,07h 15m,5:45,4.5,870,20,vijayawada-to-hyderabad
82,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),21:50,06h 15m,4:05,4.4,332,29,vijayawada-to-hyderabad
83,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:20,06h 35m,5:55,4.5,562,20,vijayawada-to-hyderabad
84,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06h 50m,6:20,4.4,360,38,vijayawada-to-hyderabad
85,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,07h 30m,6:30,4.3,332,21,vijayawada-to-hyderabad
86,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:35,06h 35m,5:10,4.4,332,33,vijayawada-to-hyderabad
87,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),23:20,06h 54m,6:14,4.4,667,12,vijayawada-to-hyderabad
88,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),16:00,06h 42m,22:42,4.3,332,17,vijayawada-to-hyderabad
89,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:45,06h 30m,6:15,4.3,500,38,vijayawada-to-hyderabad
90,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,06h 45m,5:45,4.4,367,40,vijayawada-to-hyderabad
91,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),23:24,06h 19m,5:43,4.2,450,27,vijayawada-to-hyderabad
92,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,6:00,4.1,332,37,vijayawada-to-hyderabad
93,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),14:35,07h 25m,22:00,4.1,332,19,vijayawada-to-hyderabad
94,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,06h 25m,6:15,4.6,880,8,vijayawada-to-hyderabad
95,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),23:45,05h 50m,5:35,4.2,870,17,vijayawada-to-hyderabad
96,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),13:00,06h 42m,19:42,4.2,332,12,vijayawada-to-hyderabad
97,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 57m,4:57,4.4,550,18,vijayawada-to-hyderabad
98,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),23:00,06h 50m,5:50,4.1,667,13,vijayawada-to-hyderabad
99,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:25,07h 30m,6:55,4,332,40,vijayawada-to-hyderabad
100,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Seater / Sleeper (2+1),22:45,06h 55m,5:40,4.1,550,25,vijayawada-to-hyderabad
101,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 15m,6:00,4.6,360,40,vijayawada-to-hyderabad
102,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 15m,5:45,4.1,670,14,vijayawada-to-hyderabad
103,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Tirumala Xpress,A/C Sleeper (2+1),23:20,06h 50m,6:10,4,555,23,vijayawada-to-hyderabad
104,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,07h 25m,5:55,4,870,19,vijayawada-to-hyderabad
105,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Anjani Bus,A/C Seater / Sleeper (2+1),23:15,06h 33m,5:48,3.9,449,26,vijayawada-to-hyderabad
106,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),21:30,07h 50m,5:20,3.9,474,14,vijayawada-to-hyderabad
107,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:05,06h 45m,5:50,3.9,500,21,vijayawada-to-hyderabad
108,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,NON A/C Sleeper (2+1),23:20,06h 05m,5:25,3.8,570,23,vijayawada-to-hyderabad
109,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:10,06h 52m,6:02,3.9,600,24,vijayawada-to-hyderabad
110,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:45,07h 12m,5:57,4,379,29,vijayawada-to-hyderabad
111,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),12:25,06h 35m,19:00,4.1,332,25,vijayawada-to-hyderabad
112,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,07h 20m,5:30,3.8,580,19,vijayawada-to-hyderabad
113,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:45,06h 30m,6:15,3.8,700,23,vijayawada-to-hyderabad
114,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Royal Varma Travels,A/C Sleeper (2+1),22:28,06h 49m,5:17,4.4,850,17,vijayawada-to-hyderabad
115,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:59,07h 13m,7:12,3.7,379,24,vijayawada-to-hyderabad
116,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:40,07h 10m,5:50,3.7,690,26,vijayawada-to-hyderabad
117,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,07h 30m,6:45,3.6,500,35,vijayawada-to-hyderabad
118,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:55,05h 50m,5:45,3.8,700,29,vijayawada-to-hyderabad
119,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:50,07h 22m,7:12,3.9,427,20,vijayawada-to-hyderabad
120,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),22:40,06h 50m,5:30,3.9,580,19,vijayawada-to-hyderabad
121,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),22:57,06h 33m,5:30,4,520,15,vijayawada-to-hyderabad
122,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:05,06h 35m,5:40,4.6,315,40,vijayawada-to-hyderabad
123,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:50,07h 30m,6:20,3.3,400,28,vijayawada-to-hyderabad
124,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:20,07h 40m,6:00,4,490,19,vijayawada-to-hyderabad
125,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),23:00,05h 45m,4:45,4,510,26,vijayawada-to-hyderabad
126,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sudha Sri Tours and Travels,A/C Sleeper (2+1),23:10,06h 37m,5:47,4.2,570,24,vijayawada-to-hyderabad
127,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),23:55,06h 15m,6:10,4.1,590,20,vijayawada-to-hyderabad
128,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),23:45,06h 05m,5:50,4.9,666,28,vijayawada-to-hyderabad
129,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:00,06h 30m,5:30,3.4,600,31,vijayawada-to-hyderabad
130,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mayuri Travels,A/C Sleeper (2+1),23:55,06h 45m,6:40,4.6,999,25,vijayawada-to-hyderabad
131,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:20,06h 06m,5:26,3.5,696,15,vijayawada-to-hyderabad
132,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:56,06h 04m,6:00,4.2,750,24,vijayawada-to-hyderabad
133,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),22:55,07h 00m,5:55,3.6,560,22,vijayawada-to-hyderabad
134,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 45m,5:45,3.5,670,11,vijayawada-to-hyderabad
135,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Eswar Travels,A/C Seater / Sleeper (2+1),22:55,06h 55m,5:50,3.8,650,18,vijayawada-to-hyderabad
136,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Royal Varma Travels,A/C Seater / Sleeper (2+1),22:30,06h 45m,5:15,3.6,600,30,vijayawada-to-hyderabad
137,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:10,06h 25m,5:35,2.9,690,21,vijayawada-to-hyderabad
138,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),0:45,06h 15m,7:00,3.9,800,28,vijayawada-to-hyderabad
139,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 15m,5:00,3.4,560,12,vijayawada-to-hyderabad
